ThinkTankId,ThinkTankPoliticalWing,ThinkTankName,ThinkTankFoundedOn,OfficerId,OfficerName,OfficerRole,OfficerAppointedOn,OfficerResignedOn,CompanyNumber,CompanyName,CompanyType,CompanyDateOfCreation,CompanyDateOfCessation,CompanySicCode,CompanySicCodeCategory,CompanySicCodeDescription
EU-1217,Right,Policy Exchange,01/01/2002,ccMYThDIOWjAZl6RCq_jtc-knWY,Lord Theodore Thomas More Agnew,Director,25/10/2011,25/01/2013,03466852,Apex Fund Administration Services (Uk) Limited,Ltd,17/11/1997,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,ccMYThDIOWjAZl6RCq_jtc-knWY,Lord Theodore Thomas More Agnew,Director,02/08/2013,24/10/2017,08636471,Accident & Credit (Gmn) Limited,Ltd,02/08/2013,28/11/2017,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,ccMYThDIOWjAZl6RCq_jtc-knWY,Lord Theodore Thomas More Agnew,Director,28/08/2013,25/10/2017,08666161,Somerton Energy Ltd,Ltd,28/08/2013,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,ccMYThDIOWjAZl6RCq_jtc-knWY,Lord Theodore Thomas More Agnew,Director,17/05/2017,24/10/2017,10776343,Rq Capital Loans Limited,Ltd,17/05/2017,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,efsjK9S1jedCMF7TcPRwC-MZR0c,Lord Thomas Dunlop Galloway De Roy De Blicquy Galbraith Strathclyde,Director,24/11/2004,31/12/2009,05267864,Marketform Trust Company Limited,Ltd,22/10/2004,19/01/2016,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,Q8T1oeLcEPXrmVX7DLV7LGXiXCg,Lord Timothy John Leigh Bell,Director,,30/06/2012,02631144,1c Communications Limited,Ltd,22/07/1991,08/10/2014,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,Q8T1oeLcEPXrmVX7DLV7LGXiXCg,Lord Timothy John Leigh Bell,Director,,01/07/2009,02370011,Chime Limited,Ltd,10/04/1989,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,Q8T1oeLcEPXrmVX7DLV7LGXiXCg,Lord Timothy John Leigh Bell,Director,,06/09/2004,01025361,Property & Business Services Ltd,Ltd,27/09/1971,17/12/2019,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,Q8T1oeLcEPXrmVX7DLV7LGXiXCg,Lord Timothy John Leigh Bell,Director,11/05/2000,01/07/2009,03963090,Chime on Line Limited,Ltd,03/04/2000,17/12/2019,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,Q8T1oeLcEPXrmVX7DLV7LGXiXCg,Lord Timothy John Leigh Bell,Director,30/06/2012,,04742902,Bell Pottinger Sans Frontieres Limited,Ltd,24/04/2003,04/03/2014,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1488,Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,09/01/2006,,05635995,Bm Creative Management Limited,Ltd,25/11/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1488,Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,30/11/2006,,05982870,Silvergate Investments Limited,Ltd,31/10/2006,18/07/2019,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1488,Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,21/03/2017,,10681860,Sgif 2 Investments Limited,Ltd,21/03/2017,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1488,Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,15/10/2019,,12262539,Sgik 3 Investments Limited,Ltd,15/10/2019,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,7Ttm775aC7rL-vjWIS7ZzlWFWjI,Louise Hobbs,Director,12/09/2008,06/10/2014,05137036,The Centre for Social Justice,PrivateLimitedGuarantNscLimitedExemption,25/05/2004,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,MKbfEiz3weecie1eQ3Ra3loJ82Q,Luqman Ahmad,Director,19/05/2020,30/10/2020,05662199,The Amphion Group Limited,Ltd,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1256,Left,Compass,01/01/2003,QS4yGj-BSNjmxg9SRKyGmFpDwCs,Mark Anthony Cooke,Director,06/07/2017,23/07/2021,08365110,Interim 1000 Ltd,PrivateLimitedGuarantNsc,17/01/2013,14/12/2021,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,Ef6DLc3ARXXt7N6CZkrWzS0TLy0,Mark Florman,Director,12/09/2008,23/03/2016,05137036,The Centre for Social Justice,PrivateLimitedGuarantNscLimitedExemption,25/05/2004,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,Ef6DLc3ARXXt7N6CZkrWzS0TLy0,Mark Florman,Director,05/07/2016,,06022383,Lpec Ltd,PrivateLimitedGuarantNsc,07/12/2006,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,-s54p0z3-pQAWErQ0bUrwfuqJm4,Mark Yallop,Director,24/09/2012,12/09/2016,05137036,The Centre for Social Justice,PrivateLimitedGuarantNscLimitedExemption,25/05/2004,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1414,Left,Demos,01/01/1993,G4i6_AxK9xW_EJTn9eQDqEgMWmM,Martin Bartle,Director,07/09/2000,31/10/2001,03651678,Serco Listening Company Limited,Ltd,19/10/1998,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,SOS6ciffXr9zjzrFjJyoNtK04LA,Martin Stuart Davidson,Director,07/03/2016,04/03/2022,05768612,Dorset Community Foundation,PrivateLimitedGuarantNscLimitedExemption,04/04/2006,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,SOS6ciffXr9zjzrFjJyoNtK04LA,Martin Stuart Davidson,Director,27/03/2017,25/08/2017,05662199,The Amphion Group Limited,Ltd,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,SOS6ciffXr9zjzrFjJyoNtK04LA,Martin Stuart Davidson,Director,27/03/2017,25/08/2017,07976084,Aquileia Limited,Ltd,05/03/2012,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1414,Left,Demos,01/01/1993,MKhu_6bry1lDVyvmCgcCHWv__Eo,Mary Teresa Rainey,Director,31/01/2008,,06489709,Horsesmouth.Co.Uk Cic,PrivateLimitedGuarantNsc,31/01/2008,03/07/2018,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1488,Left,Institute for Public Policy Research,01/01/1986,G1fnX8PtOLYOrOe7vgB5YsmHXBU,Matthew Taylor,Director,01/12/2010,01/09/2015,06588740,Pinnacle People Limited,Ltd,09/05/2008,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,aRugrwl_5Ttf-c7kmfJdFEFlPKo,Michael Gove,Director,12/06/2002,18/01/2006,04297905,Policy Exchange Limited,PrivateLimitedGuarantNsc,03/10/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1256,Left,Compass,01/01/2003,G_3cHl8NkQRXmrIrGc0t90gYrwo,Neal Derek Lawson,Director,25/08/2023,,08643535,Jericho Chambers Limited,Ltd,08/08/2013,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1414,Left,Demos,01/01/1993,_SQU1OnieBkC0K9x-fp3tl_G88c,Neil Roger Sherlock,Director,10/10/2007,,05306962,Russia Foundation,PrivateLimitedGuarantNscLimitedExemption,07/12/2004,08/09/2015,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,lOVyaO9WFMtzf3Hx-9zjoCMxGLY,Nigel Stewart Wright,Director,19/03/2018,,04297905,Policy Exchange Limited,PrivateLimitedGuarantNsc,03/10/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,6HR2oYdWQed6PzZAqrj_GetoE0o,Noreen Mary Oliver,Director,12/08/2011,,07738999,O'connor Gateway Trading Limited,Ltd,12/08/2011,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,6HR2oYdWQed6PzZAqrj_GetoE0o,Noreen Mary Oliver,Director,18/03/2014,,05137036,The Centre for Social Justice,PrivateLimitedGuarantNscLimitedExemption,25/05/2004,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,6HR2oYdWQed6PzZAqrj_GetoE0o,Noreen Mary Oliver,Director,10/02/2015,,09431778,Langans Tea Rooms (Cannock) Limited,Ltd,10/02/2015,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1488,Left,Institute for Public Policy Research,01/01/1986,z_2ycpw88h3mAmyNlk-Ji5NmTIg,Noreena Hertz,Director,21/02/2008,,06511723,Global Reach International Limited,Ltd,21/02/2008,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,UXyJDCrxn_7ly2l_xd2CC-6xL7c,Pamela Margaret Dow,Director,10/12/2018,,04297905,Policy Exchange Limited,PrivateLimitedGuarantNsc,03/10/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,mJYmOPsHk71S3yOOIT1iGpIeb7I,Paul Antony Baverstock,Director,27/02/2014,21/05/2015,05137036,The Centre for Social Justice,PrivateLimitedGuarantNscLimitedExemption,25/05/2004,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,xHC2qWJnq1ZQrREsc9bRboaPAb8,Peter Wilding,Secretary,02/11/2001,12/06/2002,04297905,Policy Exchange Limited,PrivateLimitedGuarantNsc,03/10/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,07/12/2005,31/03/2017,05648068,Adam Smith Services Limited,Ltd,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Secretary,07/12/2005,28/02/2006,05648068,Adam Smith Services Limited,Ltd,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,23/12/2005,31/03/2017,05662199,The Amphion Group Limited,Ltd,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Secretary,19/01/2009,31/03/2017,05648068,Adam Smith Services Limited,Ltd,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Secretary,19/01/2009,31/03/2017,05662199,The Amphion Group Limited,Ltd,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,06/03/2012,31/03/2017,07976084,Aquileia Limited,Ltd,05/03/2012,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,01/07/2015,31/03/2017,09666443,Bdbco No. 516 Limited,Ltd,01/07/2015,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,17/02/2016,03/05/2017,10010584,Centre for Development Results,PrivateLimitedGuarantNscLimitedExemption,17/02/2016,22/09/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1414,Left,Demos,01/01/1993,MRzvHnyE-_heRj4ddVFiazZdt7Y,Philip James Collins,Director,26/11/2008,,06758635,High Windows Limited,Ltd,26/11/2008,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1875,Right,Legatum Institute,05/11/2010,LpA2i_GVw2NdzfqKd72rSXv1MQY,Philippa Claire Stroud,Secretary,16/06/2004,25/01/2005,05137036,The Centre for Social Justice,PrivateLimitedGuarantNscLimitedExemption,25/05/2004,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1875,Right,Legatum Institute,05/11/2010,LpA2i_GVw2NdzfqKd72rSXv1MQY,Philippa Claire Stroud,Director,03/10/2015,23/01/2017,05137036,The Centre for Social Justice,PrivateLimitedGuarantNscLimitedExemption,25/05/2004,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1875,Right,Legatum Institute,05/11/2010,LpA2i_GVw2NdzfqKd72rSXv1MQY,Philippa Claire Stroud,Director,09/05/2023,,14856964,Bridgefield Enterprises Limited,Ltd,09/05/2023,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1414,Left,Demos,01/01/1993,PbaQfduL3-ek_oBRtSEpS2lZKHg,Polly Elizabeth Curtis,Director,06/10/2020,22/09/2021,03791911,Pa News Investments Limited,Ltd,18/06/1999,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1414,Left,Demos,01/01/1993,PbaQfduL3-ek_oBRtSEpS2lZKHg,Polly Elizabeth Curtis,Director,06/10/2020,06/10/2020,11083646,Radar Ai Limited,Ltd,27/11/2017,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,EH_uNPUu05wSBpV7PuWtIJsseJI,Professor Greta Joyce Jones,Director,18/06/2015,,04297905,Policy Exchange Limited,PrivateLimitedGuarantNsc,03/10/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1414,Left,Demos,01/01/1993,VcLG3z5MfXxoXCrNiNLGqZC7XG4,Professor John Michael Holden,Director,17/03/2016,18/12/2019,05083008,The Clore Leadership Programme,PrivateLimitedGuarantNscLimitedExemption,24/03/2004,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,CSxHcD70n3uGlFZx_E0vYxsm1aY,Rachel June English,Director,23/11/2009,,07084209,Helios Social Enterprise,PrivateLimitedGuarantNscLimitedExemption,23/11/2009,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,CSxHcD70n3uGlFZx_E0vYxsm1aY,Rachel June English,Director,01/09/2016,30/04/2018,05662199,The Amphion Group Limited,Ltd,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,CSxHcD70n3uGlFZx_E0vYxsm1aY,Rachel June English,Director,01/09/2016,30/04/2018,07976084,Aquileia Limited,Ltd,05/03/2012,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,CSxHcD70n3uGlFZx_E0vYxsm1aY,Rachel June English,Director,01/09/2016,30/04/2018,05648068,Adam Smith Services Limited,Ltd,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,BztgUO0ogXCysWa6F87zwEWFt1k,Riaan Anthonie Bloem,Director,06/09/2010,14/09/2012,05662199,The Amphion Group Limited,Ltd,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,BztgUO0ogXCysWa6F87zwEWFt1k,Riaan Anthonie Bloem,Director,06/09/2010,14/09/2012,05648068,Adam Smith Services Limited,Ltd,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
